title,released_year,run_time,stars,total_ratings,summary,Action,Adventure,Sci-Fi,Comedy,Drama,Romance,Thriller,Fantasy,Horror,Mystery,Crime,Adults,Kids,Other,Teens
Trolls Band Together,2023.0,2.0,6.0,11000.0,"Poppy discovers that Branch was once part of the boy band 'BroZone' with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reunite his two other brothers and rescue Floyd.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
The Outfit,2022.0,2.0,7.2,66000.0,An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,True
Asteroid City,2023.0,2.0,6.5,106000.0,"Following a writer on his world famous fictional play about a grieving father who travels with his tech-obsessed family to small rural Asteroid City to compete in a junior stargazing event, only to have his world view disrupted forever.",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
In the Land of Saints and Sinners,2023.0,2.0,6.2,8200.0,"In a remote Irish village, a damaged father is forced to fight for redemption after a lifetime of sins, but what price is he willing to pay? In the land of saints and sinners, some sins can't be buried.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,False,False,False
The Wolf of Wall Street,2013.0,0.0,8.2,1600000.0,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
The Taste of Things,2023.0,1.0,7.7,3600.0,"The story of Eugenie, an esteemed cook, and Dodin, the fine gourmet who she has been working for over the last 20 years.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
Deadpool 2,2018.0,2.0,7.6,638000.0,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Salaar,2023.0,0.0,6.5,61000.0,"The fate of a violently contested kingdom hangs on the fraught bond between two friends-turned-foes in this saga of power, bloodshed and betrayal.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True
Harry Potter and the Sorcerer's Stone,2001.0,0.0,7.6,850000.0,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False
Fifty Shades of Grey,2015.0,1.0,4.2,334000.0,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,True,False
Pulp Fiction,1994.0,0.0,8.9,2200000.0,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True
Lift,2024.0,2.0,5.5,34000.0,Follows a master thief and his Interpol Agent ex-girlfriend who team up to steal $500 million in gold bullion being transported on an A380 passenger flight.,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True
Titanic,1997.0,0.0,7.9,1300000.0,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
The Boys in the Boat,2023.0,1.0,7.0,11000.0,"A 1930s-set story centered on the University of Washington's rowing team, from their Depression-era beginnings to winning gold at the 1936 Berlin Olympics.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
The Lord of the Rings: The Fellowship of the Ring,2001.0,0.0,8.9,2000000.0,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Fighter,2024.0,0.0,7.0,37000.0,"Top IAF aviators come together in the face of imminent danger, to form Air Dragons. FIGHTER unfolds their camaraderie, brotherhood and battles, internal and external.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,True
The Last Voyage of the Demeter,2023.0,2.0,6.1,45000.0,A crew sailing from Varna (Bulgaria) by the Black Sea to England find that they are carrying very dangerous cargo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,True
Strays,2023.0,2.0,6.3,27000.0,An abandoned dog teams up with other strays to get revenge on his former owner.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
The Voyeurs,2021.0,2.0,6.1,30000.0,"Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite, this will set in motion a chain of events that will lead to disaster.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,True,False,False,False
The Boy and the Heron,2023.0,1.0,7.6,45000.0,"A young boy named Mahito yearning for his mother ventures into a world shared by the living and the dead. There, death comes to an end, and life finds a new beginning.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
Parasite,2019.0,1.0,8.5,940000.0,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,True
Se7en,1995.0,1.0,8.6,1800000.0,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,False,False,False
The Princess Bride,1987.0,2.0,8.0,449000.0,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
The Promised Land,2023.0,1.0,7.7,12000.0,The story of Ludvig Kahlen who pursued his lifelong dream: To make the heath bring him wealth and honor.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Ghostbusters: Afterlife,2021.0,1.0,7.1,210000.0,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False
Allied,2016.0,1.0,7.1,168000.0,"In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Blade Runner 2049,2017.0,0.0,8.0,651000.0,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,True
The Hunger Games,2012.0,1.0,7.2,997000.0,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
Air Force One Down,2024.0,3.0,4.4,985.0,A rookie agent aboard the hijacked Air Force One battle terrorists threatening the energy deal and the president.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False
Indiana Jones and the Dial of Destiny,2023.0,0.0,6.6,192000.0,Archaeologist Indiana Jones races against time to retrieve a legendary artifact that can change the course of history.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
Inglourious Basterds,2009.0,0.0,8.4,1600000.0,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
Spider-Man: No Way Home,2021.0,1.0,8.2,866000.0,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False
Five Nights at Freddy's,2023.0,2.0,5.5,88000.0,"A troubled security guard begins working at Freddy Fazbear's Pizza. During his first night on the job, he realizes that the night shift won't be so easy to get through. Pretty soon he will unveil what actually happened at Freddy's.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,False,False,False,True
Finestkind,2023.0,1.0,6.0,6400.0,A crew of fishermen tread dangerous waters when their debts start piling up.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,True,False,False,False
Gladiator,2000.0,0.0,8.5,1600000.0,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
Sound of Freedom,2023.0,1.0,7.7,109000.0,The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from traffickers.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True
Guardians of the Galaxy Vol,2023.0,0.0,7.9,372000.0,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Babylon,2022.0,0.0,7.1,163000.0,"A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
The Equalizer 3,2023.0,2.0,6.8,103000.0,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,True
Aftersun,2022.0,2.0,7.6,89000.0,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
My Son,2021.0,2.0,6.0,15000.0,"Driving in the heart of the Highlands, Edmond Murray receives a call from his ex-wife, in tears. Their 7-year-old son went missing from a campsite. Soon it becomes clear that the child was kidnapped and the parents give way to despair.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,True
Talk to Me,2022.0,2.0,7.1,133000.0,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False,False,False,True
Fight Club,1999.0,1.0,8.8,2300000.0,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
The Family Plan,2023.0,2.0,6.3,37000.0,A former top assassin living incognito as a suburban dad must take his unsuspecting family on the run when his past catches up to him.,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Freud's Last Session,2023.0,2.0,6.0,1200.0,"Freud invites iconic author C.S. Lewis to debate the existence of God. And his unique relationship with his daughter, and Lewis' unconventional relationship with his best friend's mother.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
Wish,2023.0,2.0,5.7,21000.0,A young girl named Asha wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
Green Book,2018.0,1.0,8.2,560000.0,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
Mad Max: Fury Road,2015.0,1.0,8.1,1100000.0,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Good Will Hunting,1997.0,1.0,8.3,1100000.0,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Pearl,2022.0,2.0,7.0,91000.0,"In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation, and lovelessness of life on her parents' farm.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,False,False,True,False
The Super Mario Bros,2023.0,2.0,7.0,231000.0,"A plumber named Mario travels through an underground labyrinth with his brother Luigi, trying to save a captured princess.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
The Hill,2023.0,1.0,6.7,4800.0,The remarkable true-life story of Rickey Hill's improbable journey to play Major League Baseball.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
The Favourite,2018.0,2.0,7.5,227000.0,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True
Tenet,2020.0,0.0,7.3,583000.0,"Armed with only the word ""Tenet,"" and fighting for the survival of the entire world, CIA operative, The Protagonist, journeys through a twilight world of international espionage on a global mission that unfolds beyond real time.",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False
Bullet Train,2022.0,1.0,7.3,414000.0,Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,True
John Wick: Chapter 4,2023.0,0.0,7.7,326000.0,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,True
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023.0,2.0,7.2,60000.0,The Turtle brothers work to earn the love of New York City while facing down an army of mutants.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
The Catcher Was a Spy,2018.0,2.0,6.2,11000.0,Former Major League Baseball player Moe Berg goes undercover in World War II Europe for the Office of Strategic Services.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
Uncharted,2022.0,2.0,6.3,254000.0,"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False
Hanu Man,2024.0,0.0,8.4,18000.0,An imaginary place called Anjanadri where the protagonist gets the powers of Hanuman and fights for Anjanadri.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False
The Silence of the Lambs,1991.0,2.0,8.6,1500000.0,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,True,False,False,False
Joker,2019.0,1.0,8.4,1500000.0,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,False,True
